Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,Rank,Genre,Cluster,Cluster_overall
one part woman,perumal murugan,4.1,256.0,754,kali ponnas efforts conceive child vain hounded taunts insinuations others hopes come converge chariot festival temple ardhanareeswara half-female god,6 hours and 34 minutes,",#2,667 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#43 in Family Life Fiction,#78 in World Literature (Audible Audiobooks & Originals),#101 in Historical Fiction (Audible Audiobooks & Originals)",2667,"family life fiction,historical fiction,world literature",6,1
the winter of the witch winternight trilogy book 3,katherine arden,4.8,835.0,820,random house presents audiobook edition winter witch katherine arden read kathleen gati,14 hours,",#2,153 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Historical Fantasy,#13 in Fairy Tale Fantasy,#546 in Myths, Legends & Sagas",2153,"fairy tale fantasy,historical fantasy,myths",1,4
jurassic park a novel,michael crichton,4.7,3259.0,1005,featured title 2018 pbs great american reads,15 hours and 10 minutes,",#2,242 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Science Fiction Movie, TV & Video Game Tie-Ins,#11 in Movie, TV & Video Game Tie-In Fiction,#13 in Adventure Science Fiction",2242,"adventure science fiction,movie,science fiction movie",4,8
team of teams new rules of engagement for a complex world,general stanley mcchrystal,4.7,991.0,820,penguin presents unabridged downloadable audiobook edition team teams general stanley mcchrystal read paul michael,12 hours and 6 minutes,",#2,194 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#22 in Business Communication (Audible Audiobooks & Originals),#102 in Leadership,#3,512 in Analysis & Strategy",2194,"analysis strategy,business communication,leadership",1,4
startup nation the story of israels economic miracle,dan senor,4.5,628.0,844,savvy foreign policy insiders senor singer examine lessons countrys adversity-driven culture flattens hierarchy elevates informality backed government policies focused innovation world economies diverse ireland singapore dubai tried re-create `` israel effect '' entrepreneurial lessons well worth noting america reboots economy can-do spirit theres never better time look remarkable resilient nation impressive surprising clues,8 hours and 24 minutes,",#2,152 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Business Ethics (Audible Audiobooks & Originals),#3 in Israel & Palestine History,#6 in Economic Conditions (Audible Audiobooks & Originals)",2152,"business ethics,economic conditions,israel palestine history",7,9
dr bernsteins diabetes solution the complete guide to achieving normal blood sugars,richard k bernstein,4.6,1095.0,500,originally published 1997 dr. bernsteins diabetes solution unique resource covers adult- childhood-onset diabetes explains step-by-step normalize blood sugar levels prevent reverse complications offers detailed guidelines establishing treatment plan listeners find 50 gourmet recipes addition comprehensive discussion diet obesity new drugs curb carbohydrate craving overeating,17 hours and 33 minutes,",#1,655 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Low Carb Diets,#1 in Diabetes Diets,#2 in Diabetes",1655,"diabetes,diabetes diets,low carb diets",3,4
getting unstuck breaking your habitual patterns and encountering naked reality,pema chodron,4.7,96.0,410,new full-length recording pema chodron best-selling author beloved american buddhist nun shows us recognize shenpa catch appears develop playful lively curiosity toward join pema chodron discover,3 hours and 24 minutes,",#2,260 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#231 in Religion & Spirituality (Audible Audiobooks & Originals),#329 in Personal Success,#609 in Christianity (Books)",2260,"christianity,personal success,religion spirituality",5,2
on becoming a leader the leadership classic revised and updated,warren bennis,4.3,181.0,820,many years warren bennis persuasively argued leaders born made countless readers becoming leader served beacon insight delving qualities define leadership people exemplify strategies anyone apply achieve world increasingly defined turbulence uncertainty call leadership urgent ever,6 hours and 28 minutes,",#1,122 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#18 in Business Decision Making & Problem Solving,#57 in Leadership,#1,823 in Analysis & Strategy",1122,"analysis strategy,business decision making problem solving,leadership",7,9
the path made clear discovering your lifes direction and purpose,oprah winfrey,4.6,1501.0,323,latest book path made clear oprah shares sees guide activating deepest vision offering framework creating life success one significance book ’ 10 chapters organised help recognise important milestones along road self-discovery laying really need order achieve personal contentment life ’ detours teach us,2 hours and 55 minutes,",#2,184 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#319 in Personal Success,#351 in Spirituality (Books),#575 in Christianity (Books)",2184,"christianity,personal success,spirituality",9,4
conscious business,fred kofman,4.042091434576984,1481.8928778228142,1406,conscious business youll join visionary teacher founder leading learning communities master skills,9 hours and 41 minutes,",#2,557 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#78 in Business Careers,#112 in Leadership,#128 in Business Management",2557,"business careers,business management,leadership",7,5
the screwtape letters,cs lewis,4.7,1481.8928778228144,421,screwtape letters engaging account temptation triumph ever written,3 hours and 36 minutes,",#2,167 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Christian Classic & Allegorical Fiction,#5 in Satire Fiction,#106 in Classic Literature",2167,"christian classic allegorical fiction,classic literature,satire fiction",2,4
how brands grow what marketers dont know,byron sharp,4.5,174.0,668,audiobook provides evidence-based answers key questions asked marketers every day tackling issues brands grow advertising really works price promotions really loyalty programs really affect loyalty brands grow presents decades research style written marketing professionals grow brands,6 hours and 34 minutes,",#2,443 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#11 in Consumer Behaviour,#55 in Marketing (Audible Audiobooks & Originals),#284 in Linguistics (Books)",2443,"consumer behaviour,linguistics,marketing",7,9
the circadian code lose weight supercharge your energy and sleep well every night,dr satchidananda panda,4.6,157.0,888,random house presents audiobook edition circadian code dr satchidananda panda,8 hours and 54 minutes,",#991 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Sleep Disorders,#7 in Weight Loss Diets,#620 in Healthy Living & Wellness",991,"healthy living wellness,sleep disorders,weight loss diets",1,0
may cause miracles a 40day guidebook of subtle shifts for radical change and unlimited happiness,gabrielle bernstein,4.4,787.0,754,popular exciting author spirit junkie add ~ing life comes practical fun 40-day guidebook subtle shifts radical change unlimited happiness,5 hours and 40 minutes,",#392 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#47 in Mental & Spiritual Healing,#78 in Personal Success,#411 in Mind, Body & Spirit",392,"mental spiritual healing,mind,personal success",9,9
the unbearable lightness of being,milan kundera,4.4,680.0,569,young woman love successful surgeon man torn love incorrigible womanizing mistress free-spirited artist lives life series betrayals lover earnest faithful good stands lose everything noble qualities,9 hours and 36 minutes,",#2,490 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#126 in Classic Literature,#147 in Literary Fiction,#2,436 in Classic Fiction (Books)",2490,"classic fiction,classic literature,literary fiction",2,9
the day of the jackal,frederick forsyth,4.5,822.0,820,one celebrated thrillers ever written day jackal electrifying story anonymous englishman spring 1963 hired colonel marc rodin operations chief o. a. s. assassinate general de gaulle,13 hours and 2 minutes,",#2,576 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#87 in Suspense,#4,190 in Crime, Thriller & Mystery (Books),#4,916 in Contemporary Fiction (Books)",2576,"contemporary fiction,crime,suspense",0,9
the courage to be happy true contentment is within your power,ichiro kishimi,4.6,168.0,569,sequel mega-selling international phenomenon courage disliked,6 hours and 10 minutes,",#2,204 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#66 in Relationships,#161 in Psychology (Audible Audiobooks & Originals),#323 in Personal Success",2204,"personal success,psychology,relationships",4,2
everybody loves a good drought stories from indias poorest districts,p sainath,4.6,183.0,1005,acclaimed across world prescribed 100 universities colleges included part centurys greatest reportage ordfront 2000 alongside works gabriel garcia marquez studs terkel john reed everybody loves good drought established classic rural poverty india twenty years publication remains unsurpassed scope depth reportage providing intimate view daily struggles poor efforts often ludicrous made uplift,14 hours and 36 minutes,",#1,255 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#18 in Indian History (Audible Audiobooks & Originals),#20 in World History (Audible Audiobooks & Originals),#21 in Literary Essays",1255,"indian history,literary essays,world history",5,0
